
Rk,Player,From,To,Yrs,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI
132,Curtis Glencross,2008,2008,1,C,26,9,4,13,5,28,9,0,0,0,4,0,0,41,22.0,268,10:18
133,Brian Glynn,1992,1993,2,D,89,6,18,24,-2,66,3,2,1,0,10,7,1,109,5.5,,
134,Boyd Gordon,2014,2015,2,C,127,14,17,31,-19,35,10,2,2,2,12,3,2,132,10.6,1812,14:16
135,Tom Gorence,1984,1984,1,RW,12,1,1,2,0,0,1,0,0,0,1,0,0,7,14.3,,
136,Adam Graves,1990,1991,2,LW,139,16,30,46,-16,250,13,3,0,2,24,6,0,210,7.6,,
137,Steve Graves,1984,1988,3,LW,35,5,4,9,11,10,5,0,0,1,4,0,0,35,14.3,,
138,Denis Grebeshkov,2008,2014,4,D,197,16,61,77,-2,88,12,4,0,0,40,20,1,142,11.3,3844,19:30
139,Josh Green,2002,2012,3,LW,88,11,8,19,0,71,9,2,0,1,8,0,0,112,9.8,905,10:16
140,Matt Greene,2006,2008,3,D,151,1,12,13,-31,205,1,0,0,0,10,1,1,90,1.1,2444,16:11
Rk,Player,From,To,Yrs,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI
141,Randy Gregg,1983,1990,8,D,453,40,148,188,167,309,34,3,3,7,102,31,15,460,8.7,,
142,Wayne Gretzky,1980,1988,9,C,696,583,1086,1669,551,323,403,125,55,61,723,310,53,2793,20.9,,
143,Mike Grier,1997,2002,6,RW,448,81,102,183,30,292,61,10,10,11,92,4,6,673,12.0,4802,15:50
144,Brent Grieve,1994,1994,1,LW,24,13,5,18,4,14,9,4,0,0,4,1,0,53,24.5,,
145,Bill Guerin,1998,2001,4,RW,211,79,82,161,23,354,43,36,0,7,58,24,0,643,12.3,3254,19:01
146,Kari Haakana,2003,2003,1,D,13,0,0,0,-2,4,0,0,0,0,0,0,0,2,0.0,103,7:55
147,David Haas,1991,1991,1,LW,5,1,0,1,-2,0,1,0,0,0,0,0,0,4,25.0,,
148,Marc Habscheid,1982,1985,4,RW/C,74,10,16,26,14,26,7,3,0,0,14,1,1,62,16.1,,
149,Matti Hagman,1981,1982,2,C,147,41,71,112,19,34,34,7,0,2,50,21,0,190,21.6,,
150,Chris Hajt,2001,2001,1,D,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,,8,7:38
151,Taylor Hall,2011,2015,5,LW,288,103,152,255,-28,172,68,35,0,16,117,34,1,924,11.1,5452,18:55
152,Doug Halward,1989,1989,1,D,24,0,7,7,-3,25,0,0,0,0,6,1,0,8,0.0,,
153,Al Hamilton,1980,1980,1,D,31,4,15,19,-2,20,3,1,0,0,9,6,0,34,11.8,,
154,Ryan Hamilton,2014,2015,2,LW,6,1,1,2,-2,2,0,1,0,0,1,0,0,4,25.0,78,13:03
155,Ken Hammond,1989,1989,1,D,5,0,1,1,-2,8,0,0,0,0,1,0,0,1,0.0,,
156,Roman Hamrlik,1998,2000,3,D,196,22,81,103,13,186,9,12,1,3,33,48,0,464,4.7,3810,24:34
157,Dave Hannan,1988,1988,1,C,51,9,11,20,12,43,7,0,2,2,11,0,0,62,14.5,,
158,Jim Harrison,1980,1980,1,C,3,0,0,0,-1,0,0,0,0,0,0,0,0,3,0.0,,
159,Teemu Hartikainen,2011,2013,3,C,52,6,7,13,-10,16,4,2,0,1,4,3,0,66,9.1,673,12:56
160,Todd Harvey,2006,2006,1,RW/C,63,5,2,7,-7,32,5,0,0,0,2,0,0,45,11.1,476,7:33
Rk,Player,From,To,Yrs,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI
161,Brett Hauer,1996,2000,2,D,34,4,4,8,-13,32,2,2,0,1,3,1,0,61,6.6,74,14:47
162,Greg Hawgood,1991,1993,3,D,55,7,25,32,16,63,5,2,0,0,18,6,1,80,8.8,,
163,Jochen Hecht,2002,2002,1,LW,82,16,24,40,4,60,11,5,0,3,20,4,0,211,7.6,1230,14:59
164,Jan Hejda,2007,2007,1,D,39,1,8,9,-6,20,1,0,0,1,8,0,0,33,3.0,795,20:23
165,Ales Hemsky,2003,2014,11,RW,652,142,335,477,-44,303,100,40,2,17,182,152,1,1276,11.1,10867,16:39
166,Matt Hendricks,2014,2015,2,C,84,10,6,16,-10,118,8,0,2,1,6,0,0,126,7.9,1124,13:23
167,Alex Henry,2003,2003,1,D,3,0,0,0,-1,0,0,0,0,0,0,0,0,0,,21,7:01
168,Ian Herbers,1994,1994,1,D,22,0,2,2,-6,32,0,0,0,0,2,0,0,16,0.0,,
169,Doug Hicks,1980,1982,3,D,186,17,67,84,45,183,7,7,3,1,41,22,4,275,6.2,,
170,Dean Hopkins,1986,1986,1,RW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
171,Roman Horak,2014,2014,1,C,2,1,0,1,-1,0,1,0,0,0,0,0,0,2,50.0,24,12:05
172,Shawn Horcoff,2001,2013,12,C,796,162,285,447,-38,511,116,41,5,25,184,93,8,1300,12.5,14212,17:51
173,Darcy Hordichuk,2012,2013,2,LW,47,1,2,3,-4,66,1,0,0,0,2,0,0,27,3.7,195,4:09
174,Tony Hrkac,1998,1998,1,C,36,8,11,19,3,10,4,4,0,1,7,4,0,43,18.6,,
175,Bill Huard,1998,1999,2,LW,33,0,1,1,-5,72,0,0,0,0,1,0,0,14,0.0,17,5:36
176,Charlie Huddy,1981,1991,11,D,694,81,287,368,251,500,54,25,2,6,191,86,10,1341,6.0,,
177,Mike Hudson,1993,1993,1,C/LW,5,0,1,1,-1,2,0,0,0,0,1,0,0,2,0.0,,
178,John Hughes,1981,1981,1,D,18,0,3,3,-6,30,0,0,0,0,3,0,0,9,0.0,,
179,Pat Hughes,1981,1985,5,RW,300,88,83,171,29,330,68,9,11,10,73,5,5,576,15.3,,
180,Joe Hulbig,1997,1999,3,LW,24,2,2,4,-1,4,2,0,0,1,1,1,0,14,14.3,8,8:20
Rk,Player,From,To,Yrs,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI
181,Brad Hunt,2014,2015,2,D,14,1,2,3,-9,0,0,1,0,0,2,0,0,21,4.8,252,18:00
182,Dave Hunter,1980,1989,10,LW,653,119,171,290,98,780,110,3,6,15,158,3,10,942,12.6,,
183,Ralph Intranuovo,1995,1997,3,C,19,2,3,5,-2,4,2,0,0,1,2,1,0,22,9.1,,
184,Brad Isbister,2003,2004,2,LW,64,13,10,23,-2,63,12,1,0,3,9,1,0,109,11.9,824,12:52
185,Kim Issel,1989,1989,1,RW,4,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,,
186,Don Jackson,1982,1986,5,D,262,15,45,60,69,508,13,0,2,3,41,1,3,214,7.0,,
187,Jean-Francois Jacques,2006,2011,6,LW,160,9,8,17,-38,185,9,0,0,0,8,0,0,113,8.0,1356,8:28
188,Risto Jalo,1986,1986,1,C,3,0,3,3,2,0,0,0,0,0,3,0,0,3,0.0,,
189,Kari Jalonen,1984,1984,1,C,3,0,0,0,-2,0,0,0,0,0,0,0,0,0,,,
190,Jesse Joensuu,2014,2015,2,LW,62,5,4,9,-24,30,3,1,1,1,4,0,0,59,8.5,604,9:44
191,Aaron Johnson,2010,2010,1,D,19,3,4,7,-6,16,2,1,0,0,3,1,0,23,13.0,374,19:40
192,Ryan Jones,2010,2014,5,RW,247,40,32,72,-15,141,32,5,3,5,26,5,1,369,10.8,3284,13:17
193,Tomas Jonsson,1989,1989,1,D,20,1,10,11,-12,22,0,1,0,0,2,8,0,46,2.2,,
194,Chris Joseph,1988,1994,7,D,154,12,39,51,-29,205,8,4,0,0,21,17,1,195,6.2,,
195,Steve Kelly,1997,1998,2,C,27,1,2,3,-5,14,1,0,0,1,2,0,0,11,9.1,,
196,Dean Kennedy,1995,1995,1,D,40,2,8,10,2,25,2,0,0,1,8,0,0,45,4.4,,
197,Alexander Kerch,1994,1994,1,LW,5,0,0,0,-8,2,0,0,0,0,0,0,0,4,0.0,,
198,Reg Kerr,1984,1984,1,LW,3,0,0,0,-3,0,0,0,0,0,0,0,0,3,0.0,,
199,Chad Kilger,1999,2001,3,LW,87,9,5,14,-16,39,8,1,0,0,4,1,0,73,12.3,772,8:52
200,Oscar Klefbom,2014,2015,2,D,53,3,10,13,-15,4,3,0,0,0,10,0,0,64,4.7,1028,19:24
Rk,Player,From,To,Yrs,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI
201,Petr Klima,1990,1997,5,W,274,119,90,209,-11,337,86,32,1,10,52,38,0,657,18.1,,
202,Rob Klinkhammer,2015,2015,1,LW,18,0,2,2,-4,13,0,0,0,0,2,0,0,12,0.0,222,12:21
203,Krys Kolanos,2006,2006,1,C,6,0,0,0,-1,2,0,0,0,0,0,0,0,7,0.0,46,7:38
204,Ales Kotalik,2009,2009,1,RW,19,7,4,11,2,6,6,1,0,0,2,2,0,55,12.7,306,16:05
205,Andrei Kovalenko,1997,1999,3,RW,176,51,58,109,-23,139,34,17,0,7,30,28,0,327,15.6,702,16:19
206,Igor Kravchuk,1993,1996,4,D,160,27,61,88,-48,57,14,12,1,2,31,30,0,391,6.9,,
207,Mike Krushelnyski,1985,1988,4,LW/C,290,95,131,226,119,213,71,23,1,7,108,19,4,498,19.1,,
208,Stu Kulak,1987,1987,1,RW,23,3,1,4,3,41,3,0,0,1,1,0,0,30,10.0,,
209,Jari Kurri,1981,1990,10,RW,754,474,569,1043,367,348,336,107,31,60,390,144,35,2155,22.0,,
210,Milan Kytnar,2012,2012,1,C,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,6,5:31
211,Normand Lacombe,1987,1990,4,RW,133,30,22,52,2,116,27,3,0,3,22,0,0,130,23.1,,
212,Dan LaCouture,1999,2001,3,LW,45,2,4,6,-1,39,2,0,0,1,4,0,0,24,8.3,317,7:03
213,Daniel Lacroix,1999,1999,1,LW,4,0,0,0,0,13,0,0,0,0,0,0,0,5,0.0,25,6:22
