
Rk,Player,From,To,Yrs,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI
Rk,Player,From,To,Yrs,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI
121,Bill Collins,1971,1971,1,RW,40,6,2,8,1,39,6,0,0,1,1,0,1,57,10.5,,
122,Rey Comeau,1972,1972,1,C,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,,
123,Wayne Connelly,1961,1961,1,C,3,0,0,0,,0,,,,,,,,,,,
124,Cam Connor,1979,1979,1,RW,23,1,3,4,2,39,1,0,0,0,3,0,0,12,8.3,,
125,Craig Conroy,1995,1996,2,C,13,1,0,1,-5,2,1,0,0,0,0,0,0,5,20.0,,
126,Carson Cooper,1927,1927,1,RW,14,9,3,12,,16,,,,,,,,,,,
127,Bert Corbeau,1918,1922,5,D,106,35,26,61,,269,,,,,,,,,,,
128,Roger Cormier,1926,1926,1,RW,1,0,0,0,,0,,,,,,,,,,,
129,Andre Corriveau,1954,1954,1,RW,3,0,1,1,,0,,,,,,,,,,,
130,Shayne Corson,1986,2000,11,LW,662,168,255,423,70,1341,112,54,2,26,180,69,6,1315,12.8,2640,19:51
131,Alain Cote,1991,1992,2,D,41,0,9,9,15,48,0,0,0,0,9,0,0,30,0.0,,
132,Jean-Philippe Cote,2006,2006,1,D,8,0,0,0,2,4,0,0,0,0,0,0,0,2,0.0,88,11:02
133,Jack Coughlin,1920,1920,1,RW,3,0,0,0,,0,,,,,,,,,,,
134,Yvan Cournoyer,1964,1979,16,RW,968,428,435,863,271,255,274,153,1,68,265,134,0,2095,17.9,,
135,Russ Courtnall,1989,1992,4,RW,250,82,113,195,36,77,65,15,2,11,91,20,2,772,10.6,,
136,Billy Coutu,1918,1926,8,D,180,24,16,40,,348,,,,,,,,,,,
137,Gerry Couture,1952,1952,1,RW,10,0,1,1,,4,,,,,,,,,,,
138,Rosie Couture,1936,1936,1,RW,10,0,1,1,,0,,,,,,,,,,,
139,Glen Cressman,1957,1957,1,C,4,0,0,0,,2,,,,,,,,,,,
140,Ed Cristofoli,1990,1990,1,RW,9,0,1,1,-1,4,0,0,0,0,1,0,0,6,0.0,,
Rk,Player,From,To,Yrs,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI
141,Nels Crutchfield,1935,1935,1,C,41,5,5,10,,20,,,,,,,,,,,
142,Jassen Cullimore,1997,1998,2,D,52,2,6,8,4,46,1,0,1,1,3,3,0,53,3.8,,
143,Jim Cummins,2000,2000,1,RW,47,3,5,8,-5,92,3,0,0,0,4,1,0,33,9.1,422,8:58
144,Hugh Currie,1951,1951,1,D,1,0,0,0,,0,,,,,,,,,,,
145,Floyd Curry,1948,1958,10,RW,601,105,99,204,,147,,,,,,,,,,,
146,Paul Curtis,1970,1970,1,D,1,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,,
147,Ian Cushenan,1959,1959,1,D,35,1,2,3,,28,,,,,,,,,,,
148,Mariusz Czerkawski,2003,2003,1,RW,43,5,9,14,-7,16,4,1,0,0,6,3,0,77,6.5,566,13:10
149,Matt D'Agostini,2008,2010,3,RW,94,14,11,25,-29,44,11,3,0,1,9,2,0,164,8.5,1115,11:51
150,Andreas Dackell,2002,2004,3,RW,212,26,44,70,0,58,21,2,3,3,37,2,5,207,12.6,3369,15:53
151,Pierre Dagenais,2004,2006,2,RW,82,22,17,39,10,40,16,6,0,4,10,7,0,223,9.9,1011,12:19
152,Kjell Dahlin,1986,1988,3,RW,166,57,59,116,12,10,37,19,1,5,38,21,0,276,20.7,,
153,J.J. Daigneault,1990,1996,7,D,352,22,68,90,68,257,18,4,0,3,51,15,2,384,5.7,,
154,Bunny Dame,1942,1942,1,LW,34,2,5,7,,4,,,,,,,,,,,
155,Vincent Damphousse,1993,1999,7,C,519,184,314,498,26,559,123,49,12,35,187,119,8,1493,12.3,1329,20:27
156,Mathieu Dandenault,2006,2009,4,D,252,20,34,54,-4,174,19,0,1,1,29,3,2,270,7.4,3785,15:01
157,Dan Daoust,1983,1983,1,C,4,0,1,1,-2,4,0,0,0,0,1,0,0,6,0.0,,
158,Craig Darby,1995,2002,4,C,166,19,28,47,-36,30,17,0,2,2,25,3,0,191,9.9,2294,14:42
159,Mathieu Darche,2010,2012,3,LW,149,22,26,48,5,32,18,2,2,4,19,5,2,210,10.5,1719,11:32
160,Lorne Davis,1952,1954,2,RW,40,7,5,12,,4,,,,,,,,,,,
Rk,Player,From,To,Yrs,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI
161,Jason Dawe,1999,1999,1,RW,37,4,5,9,0,14,3,1,0,1,5,0,0,52,7.7,407,11:00
162,Bob Dawes,1951,1951,1,D/C,15,0,5,5,,4,,,,,,,,,,,
163,Nigel Dawes,2011,2011,1,LW,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,27,6:44
164,Jacob de La Rose,2015,2015,1,LW,7,0,1,1,-2,0,0,0,0,0,1,0,0,5,0.0,86,12:18
165,Lucien DeBlois,1985,1986,2,C,112,26,28,54,12,68,19,6,1,3,24,4,0,187,13.9,,
166,Jonathan Delisle,1999,1999,1,RW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,4:32
167,Xavier Delisle,2001,2001,1,C,14,3,2,5,-5,6,2,1,0,0,0,2,0,15,20.0,143,10:13
