
Rk,Player,From,To,Yrs,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI
190,Owen Nolan,1996,2003,8,RW,568,206,245,451,-34,934,117,75,14,25,143,89,13,1669,12.3,6945,19:54
191,Jeff Norton,1994,2001,5,D,225,12,81,93,21,174,9,3,0,1,56,23,2,231,5.2,2848,20:11
192,Jeff Odgers,1992,1996,5,RW,334,48,34,82,-72,1001,35,13,0,2,26,8,0,368,13.0,,
193,Jed Ortmeyer,2010,2010,1,C,76,8,11,19,4,37,8,0,0,1,9,1,1,131,6.1,875,11:30
194,Jaroslav Otevrel,1993,1994,2,LW,16,3,4,7,-11,2,2,1,0,0,2,2,0,15,20.0,,
195,Sandis Ozolinsh,1993,2008,5,D,212,46,86,132,-8,122,33,12,1,5,51,34,1,383,12.0,662,16:58
196,Scott Parker,2004,2007,3,RW,71,2,3,5,3,161,2,0,0,0,3,0,0,29,6.9,443,6:14
197,Mark Pavelich,1992,1992,1,C,2,0,1,1,-2,4,0,0,0,0,1,0,0,0,,,
198,Joe Pavelski,2007,2015,9,C,620,222,246,468,73,238,134,80,8,34,144,96,6,1908,11.6,11532,18:35
199,Mark Pederson,1993,1993,1,LW,27,7,3,10,-20,22,6,1,0,0,2,1,0,42,16.7,,
200,Tom Pederson,1993,1996,4,D,225,19,47,66,-36,133,13,6,0,4,22,24,1,405,4.7,,
Rk,Player,From,To,Yrs,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI
201,Matt Pelech,2013,2014,2,RW,8,1,0,1,1,29,1,0,0,1,0,0,0,3,33.3,42,5:12
202,Ville Peltonen,1996,1997,2,LW,59,4,14,18,-15,14,3,1,0,0,13,1,0,93,4.3,,
203,Nicholas Petrecki,2013,2013,1,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,12,11:58
204,Michel Picard,1993,1993,1,LW,25,4,0,4,-17,24,2,2,0,0,0,0,0,32,12.5,,
205,Tomas Plihal,2007,2009,3,C,89,7,9,16,0,26,6,0,1,1,9,0,0,123,5.7,916,10:17
206,Barry Potomski,1998,1998,1,LW,9,0,1,1,1,30,0,0,0,0,1,0,0,4,0.0,,
207,Tom Preissing,2004,2006,2,D,143,13,49,62,25,38,9,4,0,3,20,28,1,220,5.9,2772,19:23
208,Wayne Presley,1992,1992,1,RW,47,8,14,22,-29,76,5,3,0,0,7,7,0,114,7.0,,
209,Wayne Primeau,2003,2006,3,C,100,15,24,39,0,107,12,1,2,2,19,2,3,190,7.9,1518,15:10
210,Jean-Francois Quintin,1992,1993,2,LW,22,5,5,10,-2,4,5,0,0,0,3,2,0,24,20.8,,
211,Yves Racine,1996,1996,1,D,32,1,16,17,-3,28,1,0,0,0,10,6,0,35,2.9,,
212,Marcus Ragnarsson,1996,2003,8,D,519,28,125,153,-25,392,16,12,0,5,81,38,6,558,5.0,6873,22:54
213,Mike Rathje,1994,2004,11,D,671,27,128,155,11,439,15,11,1,2,84,38,6,687,3.9,9896,22:20
214,Mike Ricci,1998,2004,7,C,529,101,162,263,19,355,57,38,6,15,113,42,7,723,14.0,7708,16:23
215,Patrick Rissmiller,2004,2008,4,LW,180,18,27,45,-6,60,16,2,0,3,24,2,1,247,7.3,2198,12:12
216,Craig Rivet,2007,2008,2,D,91,6,37,43,11,116,4,2,0,0,13,23,1,136,4.4,1968,21:37
217,Jeremy Roenick,2008,2009,2,C,111,18,28,46,-9,50,10,8,0,10,21,7,0,139,12.9,1438,12:57
218,Bob Rouse,1999,2000,2,D,96,0,12,12,-3,63,0,0,0,0,9,2,1,95,0.0,1575,16:24
219,Mikael Samuelsson,2001,2001,1,RW,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,19,4:41
220,John Scott,2015,2015,1,LW,24,2,1,3,-3,46,2,0,0,0,1,0,0,11,18.2,169,7:02
Rk,Player,From,To,Yrs,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI
221,Claudio Scremin,1992,1993,2,D,17,0,1,1,-5,29,0,0,0,0,1,0,0,22,0.0,,
222,Teemu Selanne,2001,2003,3,RW,176,64,67,131,-16,70,45,18,1,15,36,30,1,486,13.2,3187,18:06
223,Alexei Semenov,2008,2009,2,D,69,2,10,12,-5,93,1,1,0,0,9,1,0,51,3.9,949,13:44
224,Devin Setoguchi,2008,2011,4,RW,267,84,75,159,20,89,58,26,0,14,55,20,0,715,11.7,4106,15:22
225,Jody Shelley,2008,2010,3,LW,137,3,11,14,-7,285,3,0,0,1,11,0,0,95,3.2,899,6:33
226,James Sheppard,2013,2015,3,C,152,10,29,39,-11,75,10,0,0,1,27,2,0,189,5.3,1924,12:39
227,Ray Sheppard,1996,1996,1,RW,51,27,19,46,-19,10,15,12,0,4,13,6,0,170,15.9,,
228,Jarrod Skalde,1998,1999,2,C,39,5,7,12,-8,18,5,0,0,0,6,1,0,47,10.6,172,10:07
229,Petri Skriko,1993,1993,1,RW,17,4,3,7,-8,6,1,2,1,0,2,1,0,35,11.4,,
230,Mark Smith,2001,2007,6,C,323,22,44,66,-4,398,17,4,1,2,38,5,1,316,7.0,3157,9:46
231,Dave Snuggerud,1992,1993,2,RW,36,4,6,10,-15,18,3,0,1,1,6,0,0,70,5.7,,
232,Brad Staubitz,2009,2010,2,RW,82,4,5,9,0,186,4,0,0,2,4,1,0,46,8.7,510,6:12
233,Ron Stern,1999,2000,2,RW,145,11,14,25,-12,309,10,1,0,2,14,0,0,157,7.0,1517,10:27
234,Grant Stevenson,2006,2006,1,C,47,10,12,22,-7,14,5,5,0,2,8,4,0,67,14.9,561,11:56
235,Brad Stuart,2000,2014,8,D,486,39,131,170,35,281,22,16,1,11,77,48,6,684,5.7,10141,20:52
236,Marco Sturm,1998,2006,8,LW,553,128,145,273,42,242,82,32,14,27,104,37,4,1119,11.4,7559,15:46
237,Mike Sullivan,1992,1994,3,C,171,16,21,37,-63,49,11,1,4,2,15,2,4,188,8.5,,
238,Niklas Sundstrom,2000,2003,4,RW,281,33,104,137,22,122,24,6,3,2,76,23,5,300,11.0,4399,15:39
239,Gary Suter,1999,2002,4,D,227,22,79,101,28,193,12,9,1,2,22,52,5,507,4.3,4908,21:37
240,Ron Sutter,1997,2000,4,C,272,15,26,41,-21,161,11,1,3,4,24,0,2,270,5.6,1330,9:42
Rk,Player,From,To,Yrs,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI
241,Andy Sutton,1999,2000,2,D,71,1,4,5,-9,145,1,0,0,0,3,1,0,53,1.9,920,12:57
242,Ken Sutton,1998,1998,1,D,8,0,0,0,-4,15,0,0,0,0,0,0,0,7,0.0,,
243,Michal Sykora,1994,1997,4,D,152,7,29,36,-12,137,5,2,0,0,26,2,1,147,4.8,,
244,Chris Tancill,1995,1997,3,C,96,14,27,41,-16,38,11,1,2,0,24,2,1,152,9.2,,
245,Daniil Tarasov,2015,2015,1,RW,2,0,1,1,1,0,0,0,0,0,1,0,0,3,0.0,18,8:57
246,Matt Tennyson,2013,2015,2,D,31,2,8,10,2,18,1,1,0,0,6,1,1,45,4.4,537,17:19
247,Joe Thornton,2006,2015,10,C,730,185,606,791,153,416,120,62,3,28,356,245,5,1410,13.1,14532,19:54
248,Scott Thornton,2001,2006,5,LW,342,77,70,147,-6,439,61,16,0,10,55,15,0,616,12.5,4686,13:42
249,Chris Tierney,2015,2015,1,C,22,1,5,6,-1,4,1,0,0,0,5,0,0,25,4.0,249,11:18
250,Raffi Torres,2013,2014,2,LW,16,5,6,11,5,11,4,1,0,0,6,0,0,29,17.2,205,12:50
251,Darren Turcotte,1996,1997,2,C,74,22,26,48,0,20,17,3,2,6,17,9,0,159,13.8,,
252,Jim Vandermeer,2012,2012,1,D,25,1,3,4,3,33,1,0,0,0,3,0,0,19,5.3,260,10:24
253,Ryan Vesce,2009,2010,2,C,19,3,2,5,-3,4,3,0,0,1,2,0,0,31,9.7,196,10:19
254,Marc-Edouard Vlasic,2007,2015,9,D,654,36,145,181,108,259,28,7,1,7,102,39,4,815,4.4,14393,22:00
255,Niclas Wallin,2010,2011,2,D,97,3,7,10,0,69,3,0,0,0,7,0,0,108,2.8,1549,15:57
256,Kyle Wellwood,2011,2011,1,C,35,5,8,13,10,0,5,0,0,0,7,1,0,50,10.0,479,13:40
257,Colin White,2012,2012,1,D,54,1,3,4,-5,21,1,0,0,0,3,0,0,33,3.0,807,14:56
258,Ian White,2011,2011,1,D,23,2,8,10,9,8,2,0,0,0,7,1,0,51,3.9,458,19:55
259,Ray Whitney,1992,1997,6,LW,200,48,73,121,-49,52,36,10,2,3,48,24,1,307,15.6,,
260,Jason Widmer,1997,1997,1,D,2,0,1,1,1,0,0,0,0,0,1,0,0,0,,,
Rk,Player,From,To,Yrs,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI
261,Neil Wilkinson,1992,1993,2,D,119,5,22,27,-61,203,3,1,1,0,15,6,1,146,3.4,,
262,David Williams,1992,1993,2,D,96,4,36,40,-40,89,1,3,0,1,21,15,0,151,2.6,,
263,Doug Wilson,1992,1993,2,D,86,12,36,48,-66,66,7,5,0,0,16,20,0,233,5.2,,
264,Brad Winchester,2012,2012,1,C/LW,67,6,4,10,-5,88,6,0,0,0,4,0,0,72,8.3,523,7:48
265,Tommy Wingels,2011,2015,5,C,209,35,50,85,-7,109,28,3,4,8,37,12,1,426,8.2,3192,15:16
266,Daniel Winnik,2012,2012,1,C/LW,21,3,2,5,0,10,3,0,0,1,2,0,0,29,10.3,287,13:39
267,Chad Wiseman,2003,2003,1,LW,4,0,0,0,-2,4,0,0,0,0,0,0,0,1,0.0,37,9:18
268,Dody Wood,1993,1998,5,C,106,8,10,18,-11,471,7,0,1,0,10,0,0,95,8.4,,
269,Alexei Yegorov,1996,1997,2,RW,11,3,3,6,-4,2,1,2,0,0,3,0,0,10,30.0,,
270,Miroslav Zalesak,2003,2004,2,RW,12,1,2,3,-3,0,1,0,0,0,2,0,0,11,9.1,119,9:53
271,Steven Zalewski,2010,2010,1,C,3,0,0,0,-2,0,0,0,0,0,0,0,0,3,0.0,25,8:19
272,Rob Zettler,1992,1994,3,D,196,1,18,19,-80,314,1,0,0,0,13,1,4,160,0.6,,
273,Doug Zmolek,1993,1994,2,D,152,5,14,19,-59,351,3,2,0,0,11,3,0,123,4.1,,
274,Andrei Zyuzin,1998,1999,2,D,81,9,8,17,13,104,5,4,0,2,6,2,0,116,7.8,398,15:56
