
Rk,Player,From,To,Yrs,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI
101,Shane Hnidy,2001,2004,4,D,189,4,16,20,-1,343,4,0,0,1,16,0,0,155,2.6,2590,13:42
102,Mike Hoffman,2012,2015,4,C/LW,81,23,16,39,15,12,22,1,0,2,13,3,0,191,12.0,1112,13:43
103,Marian Hossa,1998,2004,7,RW,467,188,202,390,64,243,130,54,4,32,116,83,3,1363,13.8,8108,17:37
104,Bill Huard,1994,1995,2,LW,89,3,3,6,-21,226,3,0,0,0,3,0,0,39,7.7,,
105,Kerry Huffman,1994,1996,3,D,114,10,23,33,-65,121,2,7,1,0,10,13,0,224,4.5,,
106,Jody Hull,1993,2004,4,RW,164,18,31,49,-27,34,12,5,1,2,22,8,1,188,9.6,984,10:21
107,Tomas Jelinek,1993,1993,1,RW,49,7,6,13,-21,52,7,0,0,0,3,3,0,60,11.7,,
108,Andreas Johansson,1999,1999,1,C,69,21,16,37,1,34,14,7,0,6,8,8,0,144,14.6,1011,14:39
109,Joe Juneau,2000,2000,1,C,65,13,24,37,3,22,11,2,0,2,18,6,0,126,10.3,1200,18:28
110,Alexei Kaigorodov,2007,2007,1,C,6,0,1,1,1,0,0,0,0,0,1,0,0,3,0.0,29,4:52
111,Erik Karlsson,2010,2015,6,D,370,76,203,279,-29,190,57,18,1,15,108,94,1,1093,7.0,9186,24:49
112,Matt Kassian,2013,2014,2,LW,48,2,1,3,-1,110,2,0,0,0,1,0,0,18,11.1,242,5:02
113,Jarmo Kekalainen,1994,1994,1,LW,28,1,5,6,-8,14,1,0,0,0,4,1,0,18,5.6,,
114,Ryan Keller,2010,2010,1,C,6,0,0,0,-1,0,0,0,0,0,0,0,0,5,0.0,37,6:12
115,Chris Kelly,2004,2011,7,C/LW,463,75,101,176,21,249,68,2,5,9,83,3,15,690,10.9,6933,14:58
116,Rob Klinkhammer,2012,2012,1,LW,15,0,2,2,0,2,0,0,0,0,2,0,0,26,0.0,172,11:26
117,Zenon Konopka,2012,2012,1,C,55,3,2,5,-4,193,2,1,0,1,2,0,0,34,8.8,431,7:50
118,Steve Konroyd,1994,1994,1,D,8,0,2,2,-4,2,0,0,0,0,2,0,0,9,0.0,,
119,Alex Kovalev,2010,2011,2,RW,131,32,44,76,-17,82,22,10,0,8,31,13,0,288,11.1,2277,17:22
120,Igor Kravchuk,1998,2001,4,D,239,19,65,84,-6,74,7,11,1,3,28,36,1,501,3.8,3519,22:16
Rk,Player,From,To,Yrs,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI
121,Filip Kuba,2009,2012,4,D,261,14,102,116,-1,98,7,7,0,3,51,48,3,355,3.9,5915,22:39
122,Bob Kudelski,1993,1994,2,RW,90,47,29,76,-47,36,23,24,0,3,15,14,0,252,18.7,,
123,Joel Kwiatkowski,2001,2003,3,D,35,1,2,3,8,18,1,0,0,0,2,0,0,39,2.6,443,12:39
124,Jim Kyte,1993,1993,1,D,4,0,1,1,0,4,0,0,0,0,1,0,0,1,0.0,,
125,Eric Lacroix,2001,2001,1,LW,9,0,1,1,0,4,0,0,0,0,1,0,0,10,0.0,73,8:05
126,Brooks Laich,2004,2004,1,C,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0.0,10,9:34
127,Mark Lamb,1993,1994,2,C,137,18,37,55,-81,120,12,5,1,1,27,8,2,228,7.9,,
128,Denny Lambert,1997,1998,2,LW,152,13,26,39,0,467,13,0,0,2,26,0,0,134,9.7,,
129,Hank Lammens,1994,1994,1,D,27,1,2,3,-20,22,1,0,0,0,1,0,1,6,16.7,,
130,Josh Langfeld,2002,2004,3,RW,51,7,11,18,8,22,5,2,0,2,10,1,0,80,8.8,556,10:54
131,Daniel Laperriere,1995,1996,2,D,19,1,1,2,-2,4,0,1,0,0,1,0,0,30,3.3,,
132,Martin Lapointe,2008,2008,1,RW,18,3,3,6,-2,23,2,1,0,0,3,0,0,24,12.5,209,11:36
