
Rk,Player,From,To,Yrs,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI
53,Rod Brind'Amour,1990,1991,2,C,157,43,67,110,25,139,29,14,0,4,54,13,0,329,13.1,,
54,Gord Brooks,1972,1974,2,RW,32,6,8,14,0,12,6,0,0,1,7,0,1,53,11.3,,
55,Paul Broten,1996,1996,1,RW,17,0,1,1,-1,4,0,0,0,0,1,0,0,11,0.0,,
56,Jeff Brown,1990,1994,5,D,329,80,214,294,-19,218,35,41,4,8,89,120,5,986,8.1,,
57,Jack Brownschidle,1978,1984,7,D,455,36,156,192,-40,132,18,17,1,5,89,62,5,715,5.0,,
58,David Bruce,1991,1991,1,LW,12,1,2,3,1,14,1,0,0,0,2,0,0,23,4.3,,
59,Ron Buchanan,1970,1970,1,C,2,0,0,0,-1,0,0,0,0,0,0,0,0,4,0.0,,
60,Mike Bullard,1989,1989,1,C,20,4,12,16,1,46,2,2,0,0,8,4,0,52,7.7,,
Rk,Player,From,To,Yrs,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI
61,Valeri Bure,2003,2003,1,RW,5,0,2,2,-2,0,0,0,0,0,0,2,0,11,0.0,76,15:11
62,Garth Butcher,1991,1994,4,D,208,11,35,46,3,508,10,0,1,2,34,1,0,175,6.3,,
63,Chris Butler,2015,2015,1,D,28,2,4,6,2,15,2,0,0,0,4,0,0,46,4.3,481,17:09
64,Jerry Butler,1976,1978,3,RW,155,29,46,75,-37,145,28,1,0,3,39,6,1,321,9.0,,
65,Gord Buynak,1975,1975,1,D,4,0,0,0,3,2,0,0,0,0,0,0,0,3,0.0,,
66,Petr Cajanek,2003,2007,4,RW,269,46,107,153,15,144,35,9,2,6,66,40,1,533,8.6,4650,17:17
67,Craig Cameron,1968,1971,3,RW,182,32,13,45,-17,80,29,2,1,4,12,1,0,252,12.7,,
68,Jim Campbell,1997,2000,4,RW,201,49,60,109,-5,173,36,13,0,12,37,21,2,421,11.6,777,13:37
69,Scott Campbell,1982,1982,1,D,3,0,0,0,-1,52,0,0,0,0,0,0,0,4,0.0,,
70,Guy Carbonneau,1995,1995,1,C,42,5,11,16,11,16,4,1,0,1,10,0,1,33,15.2,,
71,Claude Cardin,1968,1968,1,LW,1,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,,
72,Jack Carlson,1983,1984,2,LW,112,12,9,21,6,153,12,0,0,1,9,0,0,78,15.4,,
73,Kent Carlson,1986,1986,1,D,26,2,3,5,2,42,2,0,0,0,3,0,0,14,14.3,,
74,Gene Carr,1972,1972,1,C,15,3,2,5,0,9,3,0,0,0,2,0,0,29,10.3,,
75,Gino Cavallini,1986,1992,7,LW,454,91,120,211,-12,429,78,12,1,17,107,13,0,826,11.0,,
76,Paul Cavallini,1988,1993,6,D,337,37,120,157,99,514,25,10,2,2,87,28,5,583,6.3,,
77,Blair Chapman,1980,1983,4,RW,175,58,74,132,-9,87,41,17,0,10,54,20,0,312,18.6,,
78,Kelly Chase,1990,2000,8,RW,345,14,26,40,-13,1497,14,0,0,3,25,1,0,192,7.3,461,6:35
79,Denis Chasse,1994,1996,3,RW,92,10,10,20,4,256,8,2,0,1,10,0,0,78,12.8,,
80,Vladimir Chebaturkin,2001,2001,1,D,22,1,2,3,5,26,1,0,0,0,2,0,0,5,20.0,289,13:09
Rk,Player,From,To,Yrs,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI
81,Taylor Chorney,2012,2012,1,D,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,23,11:40
82,Guy Chouinard,1984,1984,1,C,64,12,34,46,-15,10,8,4,0,2,18,16,0,117,10.3,,
83,Dave Christian,1992,1992,1,RW,78,20,24,44,2,41,16,1,3,3,17,6,1,142,14.1,,
84,Dale Clarke,2001,2001,1,D,3,0,0,0,1,0,0,0,0,0,0,0,0,5,0.0,41,13:38
85,Carlo Colaiacovo,2009,2014,5,D,284,19,91,110,9,152,13,5,1,4,49,41,1,319,6.0,5098,17:56
