
Rk,Player,From,To,Yrs,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI
107,Jean-Luc Grand-Pierre,1999,2000,2,D,27,0,1,1,-1,32,0,0,0,0,1,0,0,22,0.0,385,14:14
108,Chris Gratton,2000,2003,4,C,244,50,81,131,-4,278,40,10,0,12,55,26,0,516,9.7,3742,15:20
109,Norm Gratton,1973,1975,3,LW,103,15,22,37,-8,30,10,5,0,1,17,5,0,95,15.8,,
110,Mike Grier,2004,2011,4,RW,241,23,47,70,-1,58,23,0,0,6,43,1,3,357,6.4,3612,14:59
111,Mikhail Grigorenko,2013,2015,3,C,55,4,6,10,-9,2,3,1,0,0,5,1,0,63,6.3,646,11:44
112,Michal Grosek,1996,2000,5,LW,308,62,98,160,67,299,51,11,0,9,78,20,0,500,12.4,2303,16:48
113,Francois Guay,1990,1990,1,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
114,Jocelyn Guevremont,1975,1979,5,D,324,38,130,168,142,189,26,12,0,6,83,45,2,812,4.7,,
115,Richard Hajdu,1986,1987,2,LW,5,0,0,0,2,4,0,0,0,0,0,0,0,3,0.0,,
116,Bill Hajt,1974,1987,14,D,854,42,202,244,321,433,36,2,4,3,188,9,5,855,4.9,,
117,Bob Halkidis,1986,1989,4,D,89,2,14,16,5,315,2,0,0,0,14,0,0,58,3.4,,
118,Kevin Haller,1990,1992,3,D,81,7,23,30,-4,95,4,3,0,1,13,10,0,119,5.9,,
119,Denis Hamel,2000,2003,4,LW,130,13,9,22,-8,67,11,1,1,4,8,1,0,179,7.3,1466,11:16
120,Gilles Hamel,1981,1986,6,LW,365,92,114,206,-31,215,67,17,8,11,83,31,0,649,14.2,,
Rk,Player,From,To,Yrs,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI
121,Al Hamilton,1971,1972,2,D,145,6,58,64,-35,176,5,1,0,1,47,10,1,189,3.2,,
122,Dave Hannan,1992,1996,5,C,249,23,56,79,24,206,14,1,8,3,41,4,11,167,13.8,,
123,Hugh Harris,1973,1973,1,C,60,12,26,38,9,17,12,0,0,0,24,2,0,121,9.9,,
124,Mike Hartman,1987,1991,5,LW,225,34,26,60,-12,890,29,5,0,5,25,1,0,296,11.5,,
125,Dale Hawerchuk,1991,1995,5,C,342,110,275,385,-29,204,61,48,1,16,130,145,0,978,11.2,,
126,Alan Haworth,1981,1982,2,C,106,37,38,75,0,64,30,7,0,2,31,7,0,186,19.9,,
127,Jochen Hecht,2003,2013,10,LW,613,138,207,345,67,322,111,20,7,17,166,36,5,1602,8.6,10869,17:43
128,Radoslav Hecl,2003,2003,1,D,14,0,0,0,0,2,0,0,0,0,0,0,0,3,0.0,140,10:00
129,Steve Heinze,2001,2001,1,RW,14,5,7,12,6,8,4,1,0,1,4,3,0,19,26.3,215,15:23
130,Bob Hess,1982,1982,1,D,33,0,8,8,6,14,0,0,0,0,6,2,0,33,0.0,,
131,Randy Hillier,1992,1992,1,D,28,0,1,1,-14,48,0,0,0,0,1,0,0,18,0.0,,
132,Larry Hillman,1972,1973,2,D,121,6,35,41,-24,114,4,2,0,0,14,20,1,180,3.3,,
133,Cody Hodgson,2012,2015,4,C,193,40,54,94,-58,48,25,14,1,2,38,15,1,419,9.5,3237,16:46
134,Jim Hofford,1986,1987,2,D,17,0,0,0,-2,45,0,0,0,0,0,0,0,11,0.0,,
135,Benoit Hogue,1988,1992,5,C,196,45,67,112,-10,275,40,3,2,4,51,15,1,330,13.6,,
136,Jason Holland,1999,2000,2,D,12,0,1,1,-1,8,0,0,0,0,0,1,0,10,0.0,173,14:22
137,Brian Holzinger,1995,2000,6,C,352,70,97,167,-6,202,49,16,5,12,70,21,6,556,12.6,2201,15:43
138,Tim Horton,1973,1974,2,D,124,1,22,23,17,109,1,0,0,0,18,2,2,132,0.8,,
139,Ed Hospodar,1988,1988,1,D,42,0,1,1,-1,98,0,0,0,0,1,0,0,15,0.0,,
140,Doug Houda,1995,2003,4,D,68,2,5,7,2,134,2,0,0,0,4,0,1,43,4.7,22,10:54
Rk,Player,From,To,Yrs,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI
141,Bill Houlder,1991,1993,3,D,32,4,7,11,1,18,4,0,0,0,6,1,0,54,7.4,,
142,Phil Housley,1983,1990,8,D,608,178,380,558,3,386,113,61,4,24,192,186,2,1597,11.1,,
143,Charlie Huddy,1995,1997,3,D,85,7,9,16,-7,95,4,3,0,1,8,1,0,97,7.2,,
144,Brent Hughes,1996,1996,1,LW,76,5,10,15,-9,148,5,0,0,0,10,0,0,56,8.9,,
145,Pat Hughes,1986,1986,1,RW,50,4,9,13,-6,25,4,0,0,0,8,0,1,51,7.8,,
146,Mike Hurlbut,1998,2000,3,D,5,0,0,0,2,4,0,0,0,0,0,0,0,6,0.0,30,15:09
147,Billy Inglis,1971,1971,1,C,14,0,1,1,-4,4,0,0,0,0,0,1,0,9,0.0,,
148,Dane Jackson,1996,1996,1,RW,22,5,4,9,3,41,5,0,0,1,3,1,0,20,25.0,,
149,Jim Jackson,1988,1988,1,LW,5,2,0,2,0,0,1,1,0,1,0,0,0,11,18.2,,
150,Val James,1982,1982,1,LW,7,0,0,0,-1,16,0,0,0,0,0,0,0,5,0.0,,
151,Doug Janik,2003,2004,2,D,10,0,0,0,1,21,0,0,0,0,0,0,0,4,0.0,80,7:59
152,Grant Jennings,1996,1996,1,D,6,0,0,0,1,28,0,0,0,0,0,0,0,3,0.0,,
153,Jeff Jillson,2004,2006,2,D,16,0,3,3,-3,23,0,0,0,0,3,0,0,36,0.0,286,17:53
154,Calle Johansson,1988,1989,2,D,118,6,49,55,5,70,4,2,0,1,26,22,1,146,4.1,,
155,Joe Juneau,1999,1999,1,C,9,1,1,2,-1,2,1,0,0,0,0,1,0,8,12.5,155,17:11
156,Timo Jutila,1985,1985,1,D,10,1,5,6,-5,13,0,1,0,0,2,3,0,28,3.6,,
157,Trent Kaese,1989,1989,1,RW,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0,,
158,Patrick Kaleta,2007,2015,9,RW,339,27,27,54,-13,538,24,0,3,5,26,0,1,320,8.4,3356,9:53
159,Dmitri Kalinin,2000,2008,8,D,466,34,111,145,11,289,23,8,3,4,75,35,1,552,6.2,9188,19:42
160,Zack Kassian,2012,2012,1,RW,27,3,4,7,-1,20,3,0,0,0,3,1,0,36,8.3,322,11:55
Rk,Player,From,To,Yrs,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI
161,Larry Keenan,1971,1972,2,LW,65,9,20,29,-13,8,6,3,0,2,16,4,0,82,11.0,,
162,Dean Kennedy,1990,1991,2,D,144,6,20,26,-7,172,6,0,0,2,19,0,1,97,6.2,,
163,Tim Kennedy,2009,2010,2,LW,79,10,16,26,-3,50,9,1,0,3,15,1,0,99,10.1,1021,12:55
164,Yuri Khmylev,1993,1996,4,LW,254,63,87,150,15,131,40,18,5,9,54,28,5,487,12.9,,
165,Zenon Konopka,2014,2014,1,C,23,0,1,1,-4,33,0,0,0,0,1,0,0,6,0.0,204,8:52
166,Jerry Korab,1974,1985,9,D,537,67,216,283,77,870,40,24,3,8,136,76,4,1189,5.6,,
167,Jim Korn,1987,1987,1,D/LW,52,4,10,14,-3,158,4,0,0,0,10,0,0,35,11.4,,
168,Ales Kotalik,2002,2009,7,RW,426,114,126,240,-24,267,75,39,0,16,74,52,0,1084,10.5,6441,15:07
169,Joe Kowal,1977,1978,2,LW,22,0,5,5,3,13,0,0,0,0,5,0,0,9,0.0,,
170,Vyacheslav Kozlov,2002,2002,1,LW,38,9,13,22,0,16,6,3,0,1,11,2,0,68,13.2,628,16:31
171,Skip Krake,1971,1971,1,C,74,4,5,9,-21,68,3,1,0,0,5,0,0,64,6.3,,
172,Jaroslav Kristek,2003,2003,1,RW,6,0,0,0,-2,4,0,0,0,0,0,0,0,4,0.0,70,11:37
173,Uwe Krupp,1987,1992,6,D,327,25,78,103,19,386,17,6,2,1,55,19,4,389,6.4,,
