
Rk,Player,From,To,Yrs,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI
355,Bryce Salvador,2008,2015,7,D,339,8,39,47,6,283,8,0,0,4,35,0,4,233,3.4,6717,19:48
356,Bobby Schmautz,1980,1980,1,RW,20,9,4,13,-10,53,6,2,1,1,3,1,0,66,13.6,,
357,Alexander Semak,1992,1995,4,C,180,56,71,127,31,105,47,6,3,9,53,15,3,382,14.7,,
358,Tim Sestito,2010,2015,6,C,100,0,8,8,-11,55,0,0,0,0,8,0,0,62,0.0,990,9:53
359,Damon Severson,2015,2015,1,D,32,4,8,12,-4,16,4,0,0,0,2,6,0,74,5.4,737,23:01
360,Brendan Shanahan,1988,2009,5,LW,315,94,134,228,-1,553,66,28,0,10,95,39,0,692,13.6,506,14:53
Rk,Player,From,To,Yrs,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI
361,Sean Shanahan,1977,1977,1,C/RW,30,1,3,4,-11,40,1,0,0,0,3,0,0,33,3.0,,
362,Vadim Sharifijanov,1997,2000,3,LW,75,14,20,34,5,36,13,1,0,2,14,4,2,95,14.7,943,12:54
363,Bobby Sheehan,1980,1981,2,C,71,4,7,11,-12,12,3,1,0,0,7,0,0,67,6.0,,
364,Reid Simpson,1995,1998,4,LW,65,1,9,10,-1,182,1,0,0,0,9,0,0,35,2.9,,
365,Mike Sislo,2014,2015,2,RW,24,0,1,1,-3,2,0,0,0,0,1,0,0,33,0.0,246,10:15
366,Jarrod Skalde,1991,1993,3,C,27,2,7,9,-4,8,2,0,0,2,7,0,0,38,5.3,,
367,Larry Skinner,1977,1980,4,C,47,10,12,22,-18,8,5,5,0,0,6,6,0,83,12.0,,
368,Martin Skoula,2010,2010,1,D,19,0,3,3,7,4,0,0,0,0,3,0,0,11,0.0,354,18:36
369,Rob Skrlac,2004,2004,1,LW,8,1,0,1,1,22,1,0,0,1,0,0,0,3,33.3,18,2:15
370,Richard Smehlik,2003,2003,1,D,12,0,2,2,-1,0,0,0,0,0,2,0,0,11,0.0,208,17:20
371,Barry Smith,1980,1981,2,C,95,6,7,13,-13,8,5,0,1,0,6,0,1,59,10.2,,
372,Jason Smith,1994,1997,4,D,164,3,8,11,1,167,3,0,0,0,8,0,0,152,2.0,,
373,Ted Snell,1975,1975,1,RW,29,3,2,5,-8,8,2,0,1,0,0,2,0,25,12.0,,
374,Sheldon Souray,1998,2000,3,D,182,4,22,26,17,265,4,0,0,1,20,2,0,249,1.6,1939,15:53
375,Andy Spruce,1978,1979,2,LW,121,22,36,58,-25,74,19,3,0,1,29,7,0,176,12.5,,
376,Sergei Starikov,1990,1990,1,D,16,0,1,1,-8,8,0,0,0,0,1,0,0,6,0.0,,
377,Peter Stastny,1990,1993,4,C,217,64,109,173,0,133,40,23,1,10,59,49,1,390,16.4,,
378,David Steckel,2011,2011,1,C,18,1,0,1,-3,2,1,0,0,0,0,0,0,18,5.6,231,12:50
379,Scott Stevens,1992,2004,13,D,956,93,337,430,282,1007,61,28,4,19,246,76,15,1779,5.2,10325,23:44
380,Turner Stevenson,2001,2004,4,RW,228,29,46,75,15,313,23,6,0,3,37,9,0,286,10.1,2694,11:48
Rk,Player,From,To,Yrs,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI
381,Allan Stewart,1986,1992,6,LW,60,6,4,10,-11,226,6,0,0,0,4,0,0,45,13.3,,
382,Peter Sturgeon,1980,1981,2,LW,6,0,1,1,0,2,0,0,0,0,1,0,0,5,0.0,,
383,Alexander Suglobov,2004,2006,2,RW,2,1,0,1,-2,0,0,1,0,0,0,0,0,4,25.0,21,10:36
384,Doug Sulliman,1985,1988,4,RW,267,86,78,164,-46,60,59,24,3,10,58,16,4,488,17.6,,
385,Brian Sullivan,1993,1993,1,RW,2,0,1,1,-1,0,0,0,0,0,1,0,0,2,0.0,,
386,Steve Sullivan,1996,2013,3,RW,58,15,21,36,8,26,9,6,0,4,16,5,0,99,15.2,137,15:15
387,Patrik Sundstrom,1988,1992,5,C,305,86,160,246,23,168,48,34,4,5,110,46,4,536,16.0,,
388,Peter Sundstrom,1990,1990,1,LW,21,1,2,3,1,4,1,0,0,0,2,0,0,16,6.3,,
389,Ken Sutton,1998,2001,4,D,77,2,9,11,13,45,2,0,0,0,8,1,0,55,3.6,1003,15:40
