
Rk,Player,From,To,Yrs,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI
74,Randy Cunneyworth,1990,1990,1,LW,28,5,6,11,-7,34,3,2,0,1,4,2,0,51,9.8,,
75,Kevin Dahl,1997,1997,1,D,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,,
76,J.J. Daigneault,1999,2000,2,D,88,1,13,14,-24,54,1,0,0,0,12,1,0,71,1.4,1383,15:42
77,Pat Daley,1980,1981,2,LW,12,1,0,1,-5,13,1,0,0,0,0,0,0,10,10.0,,
78,Evgeny Davydov,1992,1993,2,LW,91,32,24,56,5,74,23,9,0,2,17,7,0,208,15.4,,
79,Nigel Dawes,2009,2009,1,LW,12,0,2,2,-4,0,0,0,0,0,2,0,0,19,0.0,170,14:09
80,Lucien DeBlois,1982,1992,4,C,235,87,101,188,-49,208,72,10,5,12,77,19,5,542,16.1,,
Rk,Player,From,To,Yrs,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI
81,Louie DeBrusk,1999,2001,3,LW,115,4,3,7,-6,191,4,0,0,0,3,0,0,42,9.5,604,5:14
82,Bill Derlago,1986,1987,2,C,57,8,11,19,-16,18,6,2,0,1,10,1,0,61,13.1,,
83,Boyd Devereaux,2006,2006,1,C,78,8,14,22,-13,44,7,1,0,1,12,2,0,76,10.5,997,12:47
84,Gerald Diduck,1997,1999,3,D,133,9,14,23,25,213,7,2,0,4,13,0,1,164,5.5,815,18:32
85,Wayne Dillon,1980,1980,1,C,13,0,0,0,-6,2,0,0,0,0,0,0,0,5,0.0,,
86,Shane Doan,1996,2015,19,RW,1371,366,525,891,-38,1181,248,112,6,65,334,178,13,3569,10.3,22688,18:53
87,Jason Doig,1996,1999,3,D,28,1,3,4,-4,50,1,0,0,0,3,0,0,8,12.5,46,5:08
88,Bobby Dollas,1984,1986,3,D,56,0,5,5,-1,66,0,0,0,0,5,0,0,52,0.0,,
89,Tie Domi,1993,1995,3,RW,161,15,25,40,-12,724,15,0,0,1,25,0,0,161,9.3,,
90,Gord Donnelly,1989,1992,4,D,173,12,17,29,-27,726,12,0,0,0,17,0,0,136,8.8,,
91,Jordy Douglas,1984,1985,2,LW,24,4,4,8,-15,8,3,1,0,1,3,1,0,20,20.0,,
92,Peter Douris,1986,1988,3,RW,21,0,2,2,-3,0,0,0,0,0,2,0,0,5,0.0,,
93,Dallas Drake,1994,2000,7,RW,382,82,143,225,15,328,61,13,8,15,121,15,7,678,12.1,2076,15:43
94,Kris Draper,1991,1993,3,C,20,3,0,3,-6,9,3,0,0,0,0,0,0,25,12.0,,
95,Jude Drouin,1980,1981,2,C,85,8,16,24,-40,54,5,1,2,1,15,0,1,85,9.4,,
96,John Druce,1993,1993,1,RW,50,6,14,20,-4,37,6,0,0,0,14,0,0,60,10.0,,
97,Rick Dudley,1981,1981,1,LW,30,5,5,10,-12,28,5,0,0,0,5,0,0,53,9.4,,
98,Iain Duncan,1987,1991,4,LW,127,34,55,89,-19,149,29,5,0,4,36,19,0,204,16.7,,
99,Craig Duncanson,1991,1991,1,LW,7,2,0,2,-5,16,2,0,0,0,0,0,0,6,33.3,,
100,Norm Dupont,1981,1983,3,LW,181,47,67,114,-97,36,29,18,0,4,40,27,0,434,10.8,,
Rk,Player,From,To,Yrs,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI
101,Joe Dziedzic,1999,1999,1,LW,2,0,0,0,-2,0,0,0,0,0,0,0,0,1,0.0,16,8:09
102,Mike Eagles,1991,1995,5,C/LW,293,21,46,67,-61,464,18,1,2,1,43,0,3,244,8.6,,
103,Dallas Eakins,1993,1997,3,D,20,0,2,2,0,48,0,0,0,0,2,0,0,11,0.0,,
104,Mike Eastwood,1995,1997,3,C,126,18,23,41,-14,28,16,2,0,3,21,1,1,133,13.5,,
105,Murray Eaves,1981,1986,6,C,49,4,12,16,-11,7,3,1,0,0,12,0,0,38,10.5,,
106,Andrew Ebbett,2011,2011,1,C,33,2,3,5,-1,4,1,0,1,1,3,0,0,23,8.7,331,10:00
107,Oliver Ekman-Larsson,2011,2015,5,D,316,49,92,141,-12,160,28,19,2,16,57,35,0,689,7.1,7260,22:58
108,Dave Ellett,1985,1991,7,D,475,95,204,299,-44,504,59,33,3,10,97,100,7,1126,8.4,,
109,Pat Elynuik,1988,1992,5,RW,289,115,129,244,-6,262,71,44,0,14,95,33,1,521,22.1,,
110,Nelson Emerson,1994,1995,2,RW,131,47,64,111,-50,106,33,8,6,7,26,35,3,404,11.6,,
111,Craig Endean,1987,1987,1,LW,2,0,1,1,1,0,0,0,0,0,1,0,0,0,,,
112,Martin Erat,2014,2015,2,RW,73,10,20,30,-13,44,7,3,0,1,18,2,0,68,14.7,1122,15:22
113,Bryan Erickson,1991,1994,4,RW,73,6,23,29,5,20,4,2,0,2,16,7,0,85,7.1,,
114,Anders Eriksson,2010,2010,1,D,12,0,3,3,0,2,0,0,0,0,3,0,0,4,0.0,189,15:44
115,Doug Evans,1990,1992,3,LW,127,24,42,66,8,209,19,4,1,1,28,12,2,145,16.6,,
116,Todd Fedoruk,2009,2009,1,LW,72,6,7,13,-9,72,6,0,0,0,7,0,0,56,10.7,763,10:35
117,Anatoli Fedotov,1993,1993,1,D,1,0,2,2,1,0,0,0,0,0,2,0,0,1,0.0,,
118,Paul Fenton,1989,1991,3,LW,156,50,31,81,-17,91,43,6,1,2,27,4,0,289,17.3,,
119,Brad Ference,2003,2004,2,D,78,0,6,6,-24,131,0,0,0,0,5,1,0,47,0.0,1133,14:31
120,Vernon Fiddler,2010,2011,2,C,147,14,38,52,16,92,10,0,4,3,36,1,1,216,6.5,2194,14:55
Rk,Player,From,To,Yrs,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI
121,Jeff Finley,1996,1997,2,D,130,4,12,16,-10,121,3,1,0,1,11,0,1,65,6.2,,
122,Patrick Fischer,2007,2007,1,C,27,4,6,10,0,24,4,0,0,1,6,0,0,32,12.5,293,10:51
123,Craig Fisher,1994,1994,1,C,4,0,0,0,-1,2,0,0,0,0,0,0,0,5,0.0,,
124,Steven Fletcher,1989,1989,1,LW/D,3,0,0,0,-1,5,0,0,0,0,0,0,0,1,0.0,,
125,Todd Flichel,1988,1990,3,D,6,0,1,1,-5,4,0,0,0,0,1,0,0,3,0.0,,
126,Dan Focht,2002,2003,2,D,18,0,0,0,-2,21,0,0,0,0,0,0,0,6,0.0,186,10:19
127,Iain Fraser,1996,1996,1,C,12,1,1,2,1,4,1,0,0,0,1,0,0,12,8.3,,
128,Sam Gagner,2015,2015,1,C,57,10,18,28,-16,22,7,3,0,0,12,6,0,127,7.9,968,16:58
129,Sean Gagnon,1998,1999,2,D,7,0,1,1,-1,21,0,0,0,0,1,0,0,4,0.0,16,7:56
130,Steve Gainey,2006,2006,1,LW,20,0,1,1,-3,20,0,0,0,0,1,0,0,11,0.0,165,8:13
131,Mike Gartner,1997,1998,2,RW,142,44,46,90,-15,62,26,17,1,9,31,15,0,416,10.6,,
132,Tyler Gaudet,2015,2015,1,C,2,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,19,9:34
133,Denis Gauthier,2006,2006,1,D,45,2,9,11,-4,61,2,0,0,0,9,0,0,43,4.7,763,16:57
134,Danny Geoffrion,1981,1982,2,RW,79,20,26,46,-32,87,17,3,0,0,23,3,0,144,13.9,,
135,John Gibson,1984,1984,1,D,11,0,0,0,2,14,0,0,0,0,0,0,0,4,0.0,,
136,Randy Gilhen,1987,1996,6,C,185,18,17,35,-50,151,16,0,2,2,16,1,0,216,8.3,,
137,Todd Gill,2000,2000,1,D,41,1,6,7,-10,30,1,0,0,1,6,0,0,41,2.4,661,16:06
138,Steven Goertzen,2009,2009,1,RW,16,2,2,4,-2,24,2,0,0,0,2,0,0,18,11.1,155,9:42
139,Boyd Gordon,2012,2013,2,C,123,12,25,37,9,18,11,0,1,2,20,2,3,173,6.9,1915,15:34
140,Brandon Gormley,2014,2015,2,D,21,2,1,3,4,6,1,1,0,0,1,0,0,25,8.0,334,15:54
Rk,Player,From,To,Yrs,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI
141,Guy Gosselin,1988,1988,1,D,5,0,0,0,-1,6,0,0,0,0,0,0,0,1,0.0,,
142,Chris Gratton,2003,2004,2,C,82,11,19,30,-30,114,8,3,0,1,16,3,0,150,7.3,1239,15:06
143,Josh Gratton,2006,2008,3,LW,64,2,1,3,-11,223,2,0,0,0,1,0,0,43,4.7,405,6:19
144,Hilliard Graves,1980,1980,1,RW,35,1,5,6,-13,15,1,0,0,0,5,0,0,27,3.7,,
145,Travis Green,2000,2001,2,C,147,38,36,74,-15,108,29,9,0,2,29,7,0,270,14.1,2404,16:21
146,Martin Grenier,2002,2003,2,D,8,0,0,0,-1,5,0,0,0,0,0,0,0,1,0.0,48,6:01
147,Michal Grosek,1994,1996,3,LW,28,3,2,5,-5,21,3,0,0,1,2,0,0,32,9.4,,
148,Bobby Guindon,1980,1980,1,LW,6,0,1,1,2,0,0,0,0,0,1,0,0,10,0.0,,
149,Ravil Gusmanov,1996,1996,1,LW,4,0,0,0,-3,0,0,0,0,0,0,0,0,6,0.0,,
150,David Hale,2009,2009,1,D,48,3,6,9,-11,36,3,0,0,0,6,0,0,22,13.6,727,15:08
151,Jeff Halpern,2014,2014,1,C,69,5,7,12,-8,24,5,0,0,1,7,0,0,45,11.1,710,10:17
